code,name_ar,name_fr,name_en,wilaya_code,wilaya_name_ar,daira_name_ar,phone,fax,email,website,address_ar,source
1204,سطح قنطيس,STAH GUENTIS,Stah Guentis,12,تبسة,العقلة,037.48.17.52,(037) 48 - 17 - 52,apc_stahguentis@wilaya-tebessa.dz,,مقر بلدية سطح قنتيس,merged
1205,العوينات,EL-AOUINET,El-Aouinet,12,تبسة,العوينات,037.45.21.85,(037) 45 - 37 - 62,apc_elaouinet@wilaya-tebessa.dz,,وسط المدينة  العوينات,merged
1206,الحويجبات,EL-HOUIDJBET,El-Houidjbet,12,تبسة,الماء الابيض,037.52.01.88,(037) 40 - 01 - 87,apc_elhouidjbet@wilaya-tebessa.dz,,مقر بلدية الحويجبات,merged
1207,صفصاف الوسرة,SAF SAF EL OUESRA,Saf Saf El Ouesra,12,تبسة,أم علي,037.64.41.81,(037) 44 - 42 - 08,apc_safsaf@wilaya-tebessa.dz,,مقر بلدية صفصاف الوسري,merged
1208,الحمامات,HAMMAMET,Hammamet,12,تبسة,بئر مقدم,037.52.13.11/35,(037) 40 - 10 - 35,apc_elhammamet@wilaya-tebessa.dz,,شارع الأمير عبد القادر الحمامات,merged
1209,نقرين,NEGRINE,Negrine,12,تبسة,نقرين,037.64.21.40,(037) 44 - 23 - 48,apc_negrine@wilaya-tebessa.dz,,الحي الجديد نقرين,merged
1210,بئر المقدم,BIR MOKKADEM,Bir Mokkadem,12,تبسة,بئر مقدم,037.62.81.86/83.82,(037) 42 - 83 - 80,apc_birmokaddem@wilaya-tebessa.dz,,حي 18 فيفري,merged
1211,الكويف,EL KOUIF,El Kouif,12,تبسة,الكويف,037.52.30.95,(037) 40 - 34 - 37,apc_elkouif@wilaya-tebessa.dz,,وسط المدينة الكويف,merged
1212,مرسط,MORSSOT,Morssot,12,تبسة,مرسط,037.65.73.58,(037) 40 - 75 - 34,apc_morsott@wilaya-tebessa.dz,,حي ابن باديس مرسط,merged
1213,العقلة,EL OGLA,El Ogla,12,تبسة,العقلة,037.67.01.01,(037) 42 - 04 - 87,apc_elogla@wilaya-tebessa.dz,,حي 20 أوت العقلة,merged
1214,بئر الذهب,BIR DHEHEB,Bir Dheheb,12,تبسة,مرسط,037.53.21.45,(037) 41 - 21 - 99,apc_birdheb@wilaya-tebessa.dz,,مقر بلدية بئر الذهب,merged
1215,العقلة المالحة,EL OGLA EL MALHA,El Ogla El Malha,12,تبسة,بئر العاتر,037.48.22.47,(037) 48 - 22 - 55,apc_eloglamalha@wilaya-tebessa.dz,,فم المطلق العقلة المالحة,merged
1216,قوريقر,GUORRIGUER,Guorriguer,12,تبسة,بئر مقدم,037.61.01.03,(037) 43 - 01 - 44,apc_gourigueur@wilaya-tebessa.dz,,السطحة قريقر,merged
1217,بكارية,BEKKARIA,Bekkaria,12,تبسة,الكويف,037.40.81.90,(037) 40 - 84 - 45,apc_bekkaria@wilaya-tebessa.dz,,حي البريد بكارية,merged
1218,بوخضرة,BOUKHADRA,Boukhadra,12,تبسة,العوينات,037.45.71.03,(037) 45 - 71 - 06,apc_boukhadra@wilaya-tebessa.dz,,حي نوري الساسي بوخضرة,merged
1219,الونزة,OUENZA,Ouenza,12,تبسة,الونزة,037.62.80.93,(037) 67 - 80 - 10,apc_elouenza@wilaya-tebessa.dz,,حي بن باديس الونزة,merged
1220,الماء الابيض,EL MALABIOD,El Malabiod,12,تبسة,الماء الابيض,037.52.52.10,(037) 40 - 52 - 10,apc_elmalabiod@wilaya-tebessa.dz,,حي مرزوقي صالح  الماء البيض,merged
1221,أم علي,OUM ALI,Oum Ali,12,تبسة,أم علي,037.64.01.58/03.47,(037) 44 - 01 - 47,apc_oumali@wilaya-tebessa.dz,,حي النصر أم علي,merged
1222,ثليجان,TELIDJEN,Telidjen,12,تبسة,الشريعة,037.62.71.25,(037) 42 - 72 - 03,apc_thlidjen@wilaya-tebessa.dz,,بلدية ثليجان,merged
1223,عين الزرقاء,AIN ZERGA,Ain Zerga,12,تبسة,الونزة,037.67.32.00,(037) 46 - 34 - 12,apc_ainzerga@wilaya-tebessa.dz,,مقر بلدية عين الزرقاء,merged
1224,المريج,EL MERIDJ,El Meridj,12,تبسة,الونزة,037.45.01.28,(037) 45 - 01 - 45,apc_elmeridj@wilaya-tebessa.dz,,طريق ونزة المريج,merged
1225,بولحاف الدين,BOULHAF DYR,Boulhaf Dyr,12,تبسة,الكويف,037.59.81.34,(037) 41 - 81 - 34,apc_boulhefdyr@wilaya-tebessa.dz,,الطريق الوطني رقم16 بولحاف الدير,merged
1226,بجن,BEDJENE,Bedjene,12,تبسة,العقلة,037.43.22.37/21.95,(037) 43 - 21 - 86,apc_bedjen@wilaya-tebessa.dz,,حي النصر بجن,merged
1227,المزرعة,EL MEZERAA,El Mezeraa,12,تبسة,العقلة,037.62.52.19,(037) 43 - 51 - 80,apc_elmezera@wilaya-tebessa.dz,,حي 10+20 سكن تطوري,merged
1228,فركان,FERKANE,Ferkane,12,تبسة,نقرين,037.64.11.31,(037) 44 - 11 - 33,apc_ferkane@wilaya-tebessa.dz,,الحي الجديد فركان,merged
1301,تلمسان,TLEMCEN,Tlemcen,13,تلمسان,تلمسان,043 56 40 90/043 56 43 72/043 56 40 58,(043) 20 - 26 - 82,mairie.tlemcen@gmail.com/mairie13000@gmail.com,,حي درار عبد الرحمان الكيفان,merged
1302,بني مستر,BENI MESTER,Beni Mester,13,تلمسان,منصورة,043 58 01 87/043 58 01 02,(043) 28 - 06 - 67,,,بني مستار مركز,merged
1303,عين تالوت,AIN TALLOUT,Ain Tallout,13,تلمسان,عين تالوت,043 58 49 70,(043) 28 - 44 - 96,apcaintellout.13@gmail.com,,حي الشهيد بن ميلودي محمد بلدية عين تالوت,merged
1304,الرمشي,REMCHI,Remchi,13,تلمسان,الرمشي,043 43 70 72/74,(043) 24 - 01 - 71,apcremchi@outlook.com,,شارع احمد مدغري,merged
1305,الفحول,EL FEHOUL,El Fehoul,13,تلمسان,الرمشي,043 57 21 11/13/57/23/12/56,(043) 23 - 12 - 12,elfehoul1305@gmail.com,,شارع 01 نوفمبر,merged
1306,صبرة,SABRA,Sabra,13,تلمسان,صبرة,043 33 11 42,(043) 33 - 20 - 20,SABRA_APC@Yahoo.com,,شارع الامير عبد القادر,merged
1307,الغزوات,GHAZAOUET,Ghazaouet,13,تلمسان,الغزوات,043 46 70 20/24,(043) 46 - 70 - 20,APCGHAZAOUET@YAHOO.com,,شارع سايح ميسوم غزوات,merged
1308,السواني,SOUANI,Souani,13,تلمسان,باب العسة,043 51 85 98,(043) 30 - 81 - 01,apcsouani_1308@hotmail.com,,الطريق الوطني رقم 07-ا-  السواني-,merged
1309,جبالة,DJEBALA,Djebala,13,تلمسان,ندرومة,043 35 21 01/54,(043) 35 - 21 - 06,apc.dgebala.1309@hotmail.com,,الحوانت- جبالة,merged
1310,القور,EL GOR,El Gor,13,تلمسان,سبدو,043 37 91 02/12/13/80,(043) 37 - 91 - 80,APCelgor1310@gmail.com,,شارع رئيسي القور,merged
1311,وادي الشولي,OUED CHOULY,Oued Chouly,13,تلمسان,,,غير متاح,,,,scraped
1312,عين فزة,AIN FEZZA,Ain Fezza,13,تلمسان,شتوان,043 28 11 63,(043) 28 - 16 - 40,apcainfezza@gmail.com,,بلدية عين فزة مركز,merged
1313,أولاد ميمون,OULED MIMOUN,Ouled Mimoun,13,تلمسان,أولاد ميمون,043 36 14 43/043 36 11/03,(043) 36 - 14 - 02,,,شارع الجمهورية بلدية اولاد ميمون,merged
1314,عمير,AMIEUR,Amieur,13,تلمسان,شتوان,043 25 71 56,(043) 25 - 72 - 62,apc1340amieur@gmail.com,,بلدية عمير مركز,merged
1315,عين يوسف,AIN YOUCEF,Ain Youcef,13,تلمسان,الرمشي,043 57 12 12/57/11/39,(043) 24 - 11 - 07,ainyoucef1315@gmail.com,,شارع 01 نوفمبر,merged
1316,زناتة,ZENATA,Zenata,13,تلمسان,الحناية,043 57 61 21,(043) 24 - 64 - 09,zenata.1316@gmail.com,,زناتة-وسط,merged
1317,بني سنوس,BENI SNOUS,Beni Snous,13,تلمسان,بني سنوس,043 34 02 14,(043) 34 - 03 - 01,ds_13037@yahoo.fr,,الفحص بني سنوس,merged
1318,باب العسة,BAB EL ASSA,Bab El Assa,13,تلمسان,باب العسة,043 51 19 51/52,(043) 31 - 11 - 92,babel_assa@hotmail.com,,الطريق الوطني رقم 07-ا-  -باب العسة-,merged
1319,دار يغمراسن,DAR YAGHMOURACENE,Dar Yaghmouracene,13,تلمسان,الغزوات,043 35 51 17,(043) 46 - 36 - 79,apc.dar.yaghmoracen@gmail.com,,بلدية دار يغمراسن البور -غزوات-,merged
1320,فلاوسن,FELLAOUCENE,Fellaoucene,13,تلمسان,فلاوسن,043 46 65 71,(043) 25 - 65 - 23,apcfillaoussene@gmail.com,,شارع اول نوفمبر فلاوسن,merged
1321,العزايل,AZAILS,Azails,13,تلمسان,بني سنوس,043 37 61 08,(043) 37 - 61 - 07,apcazails1@gmail.com,,ثلاثا العزايل,merged
1322,السبعة شيوخ,SEBBAA CHIOUKH,Sebbaa Chioukh,13,تلمسان,الرمشي,042 33 13 44/43,(043) 23 - 31 - 44,,,شارع الاستقلال,merged
1323,تيرني بني هديل,TERNY BENI HEDIEL,Terny Beni Hediel,13,تلمسان,منصورة,043 34 60 19,(043) 37 - 51 - 12,,,ترني ركز,merged
1324,إبن سكران,BENSEKRANE,Bensekrane,13,تلمسان,بن سكران,043 40 25 05,(043) 38 - 70 - 78,apcbensekrane@gmail.com,,حي الزيتون,merged
1325,عين نحالة,AIN NEHALA,Ain Nehala,13,تلمسان,عين تالوت,043 58 31 97,(043) 22 - 41 - 97,apcainahala.tlm@gmail.com,,قرية عين نكروف بلدية عين النحالة,merged
1326,الحناية,HENNAYA,Hennaya,13,تلمسان,الحناية,043 40 96 68/40/95/53,(043) 27 - 90 - 99,Commune1326@yahoo.com,,شارع الحرية -الحناية-,merged
1327,مغنية,MAGHNIA,Maghnia,13,تلمسان,مغنية,043 39 76 81/043398084,(043) 39 - 81 - 92,commune.maghnia@gmail.com,,مقر بلدية مغنية- شارع محمد بوضياف-دائرة مغنية-,merged
1328,حمام بوغرارة,HAMMAM BOUGHRARA,Hammam Boughrara,13,تلمسان,مغنية,043 30 13 73/043301516,(043) 30 - 14 - 17,APC1328@gmail.com,,مقر بلدية حمام  بوغرارة-شارع الساسي قدور- دائرة مغنية,merged
1329,السواحلية,SOUAHLIA,Souahlia,13,تلمسان,الغزوات,043 32 01 23/32/01/73,(043) 47 - 90 - 47,Commune.souahlia1329@gmail.com,,شارع 20 متر تونان السواحلية,merged
1330,مسيردة الفواقة,MSIRDA FOUAGA,Msirda Fouaga,13,تلمسان,مرسى بن مهيدي,043 39 31 50,(043) 39 - 31 - 52,,,حي باب النصر-13024 مسيردة الفواقة ولاية تلمسان,merged
1331,عين فتاح,AIN FETTAH,Ain Fettah,13,تلمسان,فلاوسن,043 33 82 06,(043) 33 - 82 - 07,AIN-FETTAH1331@outlook.fr,,شارع اول نوفمبر عين الفتاح,merged
1332,العريشة,EL ARICHA,El Aricha,13,تلمسان,سبدو,043 55 01 06,(043) 37 - 03 - 66,elaricha2017@gmail.com,,حي الشهداء العريشة,merged
1333,سوق الثلاثاء,SOUK TLETA,Souk Tleta,13,تلمسان,باب العسة,043 39 41 31/29,(043) 39 - 41 - 31,,,شارع الشهيد صابر عبد القادر -سوق الثلاثاء-,merged
1334,سيدي عبد اللي,SIDI ABDELLI,Sidi Abdelli,13,تلمسان,,,(043) 25 - 51 - 69,,,,scraped
1335,سبدو,SEBDOU,Sebdou,13,تلمسان,سبدو,043 34 43 09,(043) 34 - 58 - 35,SEBDOU1335@gmail.com,,شارع اول نوفمبر سبدو,merged
1336,بني وارسوس,BENI OUARSOUS,Beni Ouarsous,13,تلمسان,الرمشي,043 44 21 93/61/22,(043) 23 - 07 - 63,APC1336@yahoo.com,,شارع 01 نوفمبر,merged
1337,سيدي مجاهد,SIDI MEDJAHED,Sidi Medjahed,13,تلمسان,بني بوسعيد,043 53 31 58,(043) 33 - 33 - 35,APC.Sidimedjahed@yahoo.com,,مقر بلدية سيدي مجاهد ولاية تلمسان-13044,merged
1338,بني بوسعيد,BENI BOUSSAID,Beni Boussaid,13,تلمسان,بني بوسعيد,043 50 02 23/50/03/84,(043) 30 - 01 - 59,,,مقر بلدية بني بوسعيد ولاية تلمسان- 13049,merged
1339,مرسى بن مهيدي,MARSA BEN M'HIDI,Marsa Ben M'Hidi,13,تلمسان,مرسى بن مهيدي,043 51 91 34,(043) 31 - 02 - 01,,,الحي البلدي-13017 مرسى بن مهيدي ولاية تلمسان,merged
1340,ندرومة,NEDROMA,Nedroma,13,تلمسان,ندرومة,043 35 71 24/043 45 50 77,(043) 35 - 77 - 76,,,شارع محمد بوضياف طريق الغزوات ندرومة,merged
1341,سيدي الجيلالي,SIDI DJILALI,Sidi Djilali,13,تلمسان,سيدي الجيلالي,043 54 21 91,(043) 34 - 23 - 51,apc1341@gmail.com,,حي اول نوفمبر,merged
1342,بني بهدل,BENI BAHDEL,Beni Bahdel,13,تلمسان,بني سنوس,043 37 21 15,(043) 37 - 21 - 43,apcbb13060@gmail.com,,الحي الاداري,merged
1343,البويهي,BOUIHI,Bouihi,13,تلمسان,سيدي الجيلالي,043 37 31 03,(043) 37 - 31 - 02,apcbouihi1343@gmail.com,,الطريق الوطني رقم 99 بجانب الثانوية المتعددة الاطوار الشهيد لزعر منور,merged
1344,حنين,HONAINE,Honaine,13,تلمسان,,,(043) 23 - 82 - 03,,,,scraped
1345,تيانت,TIANET,Tianet,13,تلمسان,الغزوات,043 32 11 02,(043) 47 - 36 - 02,MAIRIE.tient@gmail.com,,الشارع الرئيسي بوكراع العربي,merged
1346,أولاد رياح,OULED RIYAH,Ouled Riyah,13,تلمسان,الحناية,043 43 08 10/57/41/06,(043) 24 - 41 - 06,,,الشارع الرئيسي يحياوي ميلود,merged
1347,بوحلو,BOUHLOU,Bouhlou,13,تلمسان,صبرة,043 33 61 87/33,(043) 33 - 64 - 12,APCBOUHLLOU@gmail.com,,شارع مكيديش قدور حي 05 جويلية رقم  03,merged
1348,بني راشد,BENI KHALED,Beni Khaled,13,تلمسان,,,غير متاح,,,,scraped
1349,عين الغرابة,AIN GHORABA,Ain Ghoraba,13,تلمسان,منصورة,043 58 81 01,(043) 37 - 81 - 02,ainghoraba1349@gmail.com,,عين غرابة مركز,merged
1350,شتوان,CHETOUANE,Chetouane,13,تلمسان,شتوان,043 40 52 88/043 40 65 45,(043) 40 - 65 - 82,apc.chetouane1350@gmail.com,,بلدية شتوان مركز,merged
1351,منصورة,MANSOURAH,Mansourah,13,تلمسان,منصورة,043 21 23 80/043 21 40 01,(043) 21 - 41 - 10,apc_mansourah@yahoo.com,,ايمامة منصورة,merged
1352,بني صميل,BENI SMIEL,Beni Smiel,13,تلمسان,أولاد ميمون,043 59 71 01,غير متاح,benismiel1325@gmail.com,,قرية عين يسر بلدية بني صميل,merged
1353,العين الكبيرة,AIN KEBIRA,Ain Kebira,13,تلمسان,فلاوسن,043 35 01 04/35/01/08,(043) 35 - 01 - 18,apcainkebira1353@hotmail.fr,,شارع رويقب محمد عين الكبيرة,merged
1401,تيارت,TIARET,Tiaret,14,تيارت,تيارت,046 41 71 71/ 046 41 52 52,(046) 41 - 56 - 68,Bouteldjaaek@yahoo.fr,,الرائد مجدوب بلدية تيارت,merged
1402,مدروسة,MEDROUSSA,Medroussa,14,تيارت,مدروسة,046 32 52 51,(046) 40 - 52 - 13,apcmedroussa1402@gmail.com,,شارع الشهداء - مدروسة,merged
1403,عين بوشقيق,AIN BOUCHEKIF,Ain Bouchekif,14,تيارت,دحموني,046 44 05 05,(046) 44 - 08 - 98,APC-ainbouchekif@hotmail.com,,حي علي معاشي,merged
1404,سيدي علي ملال,SIDI ALI MELLAL,Sidi Ali Mellal,14,تيارت,وادي ليلي,,(046) 44 - 51 - 12,,,,merged
1405,عين زاريت,AIN ZARIT,Ain Zarit,14,تيارت,مهدية,046 38 01 08,(046) 38 - 01 - 38,communeAindzarit@yahoo.com,,شارع اول نوفمبر عين دزاريت,merged
1406,عين الذهب,AIN DEHEB,Ain Deheb,14,تيارت,عين الذهب,046 29 11 43,(046) 43 - 10 - 24,communeaindeheb@yahoo.fr,,شارع كبوش بغداد - عين الذهب,merged
1407,سيدي بختي,SIDI BAKHTI,Sidi Bakhti,14,تيارت,مدروسة,046 32 61 78,(046) 39 - 52 - 64,sidibakhti1407@gmail.com,,سيدي بختي - مدروسة,merged
1408,مديرسة,MEDRISSA,Medrissa,14,تيارت,مدروسة,046 32 52 51,(046) 40 - 22 - 23,apcmedroussa1402@gmail.com,,شارع الشهداء - مدروسة,merged
1409,زاملة  الأمير عبد القادر,ZMALET EL EMIR ABDELKADE,Zmalet El Emir Abdelkade,14,تيارت,قصر الشلالة,046 36 62 00,(046) 46 - 63 - 67,apczea@gmail.com,,شارع الأمير عبد القادر,merged
1410,مادنة,MADNA,Madna,14,تيارت,عين كرمس,046 29 99 25/ 046 29 99 26,(046) 39 - 61 - 03,papcmadena@gmail.com,,حي بن عطا الله جيلالي,merged
1411,السبت,SEBT,Sebt,14,تيارت,مغيلة,046 34 81 03,(046) 34 - 81 - 23,Apc.sebt@yahoo.com,,بلدية السبت,merged
1412,كلاكو,MELLAKOU,Mellakou,14,تيارت,,,(046) 42 - 01 - 48,,,,scraped
1413,دحموني,DAHMOUNI,Dahmouni,14,تيارت,دحموني,046 24 12 77,(046) 44 - 60 - 12,Communededahmouni@gmail.com,,حي ملياني رابح وسط المدينة,merged
1414,رحوية,RAHOUIA,Rahouia,14,تيارت,رحوية,046 44 83 42/046 44 85 43/046 44 86 11,(046) 44 - 85 - 43,Apc rahouia@yahoo.fr,,شارع الشهيد بلبية لزرق,merged
1415,مهدية,MAHDIA,Mahdia,14,تيارت,مهدية,046 38 62 02,(046) 46 - 38 - 52,APC_MAHDIA@HOTMAIL.COM,,شارع سي عبد الباقي مهدية,merged
1416,السوقر,SOUGUEUR,Sougueur,14,تيارت,السوقر,046 28 61 34,(046) 43 - 74 - 79,Apcsougueur@yahoo.fr,,شارع معمري ميسوم,merged
1417,سي عبد الغني,SI ABDELGHANI,Si Abdelghani,14,تيارت,السوقر,046 28 01 06/ 046 28 01 68,(046) 33 - 01 - 04,communesiabdelghani@gmail.com,,سي عبد الغني,merged
1418,عين الحديد,AIN EL HADID,Ain El Hadid,14,تيارت,فرندة,046 30 02 55,(046) 39 - 02 - 27,ainelhadid@yahoo.fr,,شارع الشهداء,merged
1419,جبيلة الرصفاء,DJEBILET ROSFA,Djebilet Rosfa,14,تيارت,عين كرمس,046 29 31 11,(046) 39 - 31 - 92,Papcrosfa2016@gmail.com,,حي أول نوفمبر,merged
1420,النعيمة,NAIMA,Naima,14,تيارت,عين الذهب,046 29 41 22/ 046 29 41 23,(046) 33 - 41 - 53,NAIMA_SIEGE1420@outlouk.fr,,وسط المدينة,merged
1421,مغيلة,MEGHILA,Meghila,14,تيارت,مغيلة,046 34 41 03,(046) 34 - 41 - 80,apc1421@yahoo.fr,,بلدية مغيلة,merged
1422,قرطوفة,GUERTOUFA,Guertoufa,14,تيارت,رحوية,046 34 77 21,(046) 45 - 72 - 27,GUERTOUFA2014@yahoo.com,,شارع أول نوفمبر 1954,merged
1423,سيدي الحسني,SIDI HOSNI,Sidi Hosni,14,تيارت,مغيلة,046 34 51 16,(046) 34 - 52 - 77,Apc sidi hosni@yahoo.com,,بلدية سيدي الحسني,merged
1424,جيلالي بن عمار,DJILLALI BEN AMAR,Djillali Ben Amar,14,تيارت,مشرع الصفا,046 44 11 04,(046) 44 - 13 - 72,apc_djilaliben.amar@yahoo.com,,شارع بوتمرة عبد القادر جيلالي بن عمار - تيارت,merged
1425,سبعين,SEBAINE,Sebaine,14,تيارت,مهدية,046 37 51 01,(046) 37 - 52 - 26,SEBAIN1425@GMAIL.COM,,حي الشهداء السبعين,merged
1426,توسنينة,TOUSNINA,Tousnina,14,تيارت,السوقر,046 33 11 12/ 046 33 11 30,(046) 33 - 11 - 33,Apctousnina14@gmail.com,,توسنينة مركز,merged
1427,فرندة,FRENDA,Frenda,14,تيارت,فرندة,046 40 71 01,(046) 40 - 61 - 77,Fathallah05@gmail.fr,,شارع الشهداء,merged
1428,عين كرمس,AIN KERMES,Ain Kermes,14,تيارت,عين كرمس,046 29 04 05/ 046 29 04 03,(046) 40 - 09 - 02,Gacemihocin58@gmail.com,,شارع النقيب سي بوسيف,merged
1429,قصر الشلالة,KSAR CHELLALA,Ksar Chellala,14,تيارت,قصر الشلالة,046 46 81 42,(046) 46 - 81 - 42,Apcksarchellala1480@gmail.com,,شارع المجاهد سعد دحلب,merged
1430,الرشايقة,RECHAIGA,Rechaiga,14,تيارت,حمادية,046 37 01 55,(046) 46 - 02 - 71,apcrechaiga14026@gmail.com,,حي داود الرشايقة,merged
1431,الناظورة,NADORAH,Nadorah,14,تيارت,مهدية,046 37 61 08,(046) 37 - 61 - 08,Nadhorahn@gmail.com,,ضاية الترفاس الناضورة,merged
1432,تاقدمت,TAGDEMT,Tagdemt,14,تيارت,مشرع الصفا,046 31 81 95,(046) 45 - 81 - 08,TAGDEMPT_ROSTOMIA1985@hotmail.com,,بلدية تاقدمت - تيارت,merged
1433,وادي ليلي,OUED LILLI,Oued Lilli,14,تيارت,وادي ليلي,046 35 42 42,(046) 44 - 44 - 44,apcouedlili@gmail.com,,واد ليلي مركز,merged
1434,مشرع الصفا,MECHRAA SAFA,Mechraa Safa,14,تيارت,مشرع الصفا,046 44 71 01,(046) 44 - 72 - 99,communedemechraasfa1434@gmail.com,,حي 05 جويلية مشرع الصفا تيارت,merged
1435,الحمادية,HAMADIA,Hamadia,14,تيارت,حمادية,046 38 53 89,(046) 46 - 51 - 18,apc-hamadia@hotmail.fr,,شارع الأمير عبد القادر,merged
1436,شحيمة,CHEHAIMA,Chehaima,14,تيارت,عين الذهب,046 29 81 29,(046) 39 - 81 - 38,apcchehaima@gmail.com,,وسط المدينة,merged
1437,تخمرت,TAKHEMARET,Takhemaret,14,تيارت,فرندة,046 40 31 28,(046) 40 - 31 - 28,apctakhemaret@gmail.com,,شارع الشهداء,merged
1438,سيدي عبد الرحمن,SIDI ABDERRAHMANE,Sidi Abderrahmane,14,تيارت,عين كرمس,046 29 53 76,(046) 39 - 21 - 37,papcsidiabderrahmane@yahoo.fr,,شارع العربي التبسي,merged
1439,سرغين,SERGHINE,Serghine,14,تيارت,قصر الشلالة,046 36 81 56,(046) 36 - 01 - 01,serguineapc@gmail.com,,يوم الشهيد 18 فيفري,merged
1440,بوقرة,BOUGARA,Bougara,14,تيارت,حمادية,046 37 31 14,غير متاح,Bougara1440@gmail.com,,بلدية بوقارة القرية الفلاحية,merged
1441,الفايجة,FAIDJA,Faidja,14,تيارت,السوقر,046 33 51 03/ 04633 51 08,(046) 33 - 51 - 08,Apc faidja@gmail.com,,شارع الأمير عبد القادر - الفايجة,merged
1442,تيدة,TIDDA,Tidda,14,تيارت,وادي ليلي,046 44 31 31,(046) 44 - 31 - 08,Apc-Tidda@yahoo.fr,,شارع موسى محمد - بلدية تيدة ولاية تيارت,merged
1501,تيزي وزو,TIZI-OUZOU,Tizi-Ouzou,15,تيزي وزو,تيزي وزو,026 19 02 52,غير متاح,,,شارع العربي بن مهيدي تيزي وزو,merged
1502,عين الحمام,AIN-EL-HAMMAM,Ain-El-Hammam,15,تيزي وزو,عين الحمام,026 48 92 70,غير متاح,commune1502@gmail.com,,شارع العقيد عميروش بلدية عين الحمام,merged
1503,اقبيل,AKBIL,Akbil,15,تيزي وزو,عين الحمام,026 48 10 14,غير متاح,apc_akbil@yahoo.fr,,مقر البلدية أقبيل رمز البريد 15099 تيزي وزو,merged
1504,فريحة,FREHA,Freha,15,تيزي وزو,عزازقة,026 45 73 20,غير متاح,,,فريحة مركز,merged
1505,الصوامع,SOUAMAA,Souamaa,15,تيزي وزو,,,غير متاح,,,,scraped
1506,مشطراس,MECHTRAS,Mechtras,15,تيزي وزو,بوغني,026 13 63 76,غير متاح,apcmechtras2014@gmail.com,,الطريق الوطني رقم 30 مشطراي مركز,merged
1507,ارجن,IRDJEN,Irdjen,15,تيزي وزو,,,غير متاح,,,,scraped
1508,تيميزارت,TIMIZART,Timizart,15,تيزي وزو,واقنون,026 41 78 37,غير متاح,,,سوق الحاد - تيمـيزار,merged
1509,ماكودة,MAKOUDA,Makouda,15,تيزي وزو,ماكودة,026 44 42 31,غير متاح,,,ماكودة المركز - ماكودة,merged
1510,ذراع الميزان,DRAA EL MIZAN,Draa El Mizan,15,تيزي وزو,ذراع الميزان,026 13 32 31,غير متاح,,www.apcdem.tk,مقر بلدية ذراع الميزان ولاية تيزي وزو,merged
1511,تيزي غنيف,TIZI-GHENIF,Tizi-Ghenif,15,تيزي وزو,تيزي غنيف,026 13 97 97,غير متاح,,www.apctizigheniff.com,مقر بلدية تيزي غنيف - شارع ناصف سليمان,merged
1512,بونوح,BOUNOUH,Bounouh,15,تيزي وزو,بوغني,026 23 20 55,غير متاح,,,بونوح مركز,merged
1513,أيت شفعة,AIT-CHAFAA,Ait-Chafaa,15,تيزي وزو,أزفون,026 42 32 25,غير متاح,ait_chaffa@yahoo.fr,,أيت شافع وسط,merged
1514,فريقات,FRIKAT,Frikat,15,تيزي وزو,ذراع الميزان,026 38 72 23/026 38 72 24,غير متاح,apc.frikat@gmail.com,,فريقات مركز - فريقات,merged
1515,بني عيسي,BENI AISSI,Beni Aissi,15,تيزي وزو,بني دوالة,026 40 81 97/026 40 81 43,غير متاح,apcbeniaissi@yahoo.fr,www.apc-athaissi.org,بني عيسي مركز,merged
1516,بني زمنزر,BENI ZMENZER,Beni Zmenzer,15,تيزي وزو,,,غير متاح,,,,scraped
1517,ايفرحونن,IFERHOUNENE,Iferhounene,15,تيزي وزو,,,غير متاح,,,,scraped
1518,عزازقة,AZAZGA,Azazga,15,تيزي وزو,عزازقة,026 14 10 02/026 14 10 15,غير متاح,apcazazga@yahoo.fr,,شارع الشهداء عزازقة,merged
1519,ايلولة امالو,ILLOULA OUMALOU,Illoula Oumalou,15,تيزي وزو,بوزقن,026 36 36 18/026 36 32 44,غير متاح,,,تابودة مركز  ايلولة اومالو,merged
1520,يعكورن,YAKOURENE,Yakourene,15,تيزي وزو,,,غير متاح,,,,scraped
1521,الاربعاء نايث ايراثن,LARBA NATH IRATHEN,Larba Nath Irathen,15,تيزي وزو,الأربعاء ناث إيراثن,026 49 30 06,غير متاح,apc.inflni@gmail.com,,نهج عبان رمضان الأربعاء ناث إيراثن,merged
1522,تيزي راشد,TIZI-RACHED,Tizi-Rached,15,تيزي وزو,تيزي راشد,026 31 97 18,غير متاح,,www.apc-tizirached.dz,تيزي راشد مركز - تيزي راشد,merged
1523,زكري,ZEKRI,Zekri,15,تيزي وزو,عزازقة,026 14 90 01,غير متاح,zekri.apc2013@gmail.com,,زكري مركز,merged
1524,واقنون,OUAGUENOUNE,Ouaguenoune,15,تيزي وزو,واقنون,026 44 02 73/026 44 02 72,غير متاح,,,تيقبعين - واقنون,merged
1525,عين الزاوية,AIN-ZAOUIA,Ain-Zaouia,15,تيزي وزو,ذراع الميزان,026 13 15 61/ 026 13 15 62,غير متاح,,,عين الزاوية مركز - عين الزاوية,merged
1526,مكيرة,M'KIRA,M'Kira,15,تيزي وزو,تيزي غنيف,026 38 78 20,غير متاح,,,قرية تيغلت بوقني بلدية مكيرة,merged
1527,أيت يحي,AIT-YAHIA,Ait-Yahia,15,تيزي وزو,عين الحمام,026 49 42 62/026 49 42 78/026 49 42 98,غير متاح,,,بلدية أيت يحي دائرة عين الحمام تيزى وزو,merged
